timestamp,price_usd
1701773784,40300.57509640456
1701773844,41044.01942748307
1701773904,40428.84169579195
1701773964,41848.76890332368
1701774024,40000.55796195394
1701774084,40479.24519217616
1701774144,40568.811205993516
1701774204,40487.63655602928
1701774264,41742.93674203555
1701774324,41690.99008962984
1701774384,41128.376237248514
1701774444,40532.66204276347
1701774504,40418.55987813806
1701774564,40576.19223290203
1701774624,40142.889918221765
1701774684,40125.64001524252
1701774744,41789.60390474663
1701774804,41123.72390813622
1701774864,41548.56458724183
1701774924,40288.464263883354
1701774984,41065.91864757485
1701775044,40183.4730505125
1701775104,41360.93078012307
1701775164,41328.72415246819
1701775224,40288.403923892365
1701775284,40576.83796278047
1701775344,41266.637958767
1701775404,41633.14868170491
1701775464,40464.94306793426
1701775524,40614.605987693896
1701775584,41371.78264303363
1701775644,40429.99571955173
1701775704,40779.225727440375
1701775764,41891.80975456663
1701775824,41567.140223244685
1701775884,40166.471048500534
1701775944,41097.05680164014
1701776004,41482.67392633229
1701776064,40845.64377144441
1701776124,41482.060892490685
1701776184,40557.27927256456
1701776244,41300.23300099687
1701776304,41040.97577960732
1701776364,41828.55527064565
1701776424,40254.72503694818
1701776484,41135.76391753205
1701776544,41004.42541118953
1701776604,40475.171140419305
1701776664,40164.05749942201
1701776724,41139.527299671434
1701776784,40306.33000905465
1701776844,41930.97702205147
1701776904,40705.630086171135
1701776964,40816.91240861082
1701777024,41797.84683609985
1701777084,40691.71927405586
1701777144,40041.25074131532
1701777204,41105.830309203426
1701777264,40804.85222627892
1701777324,41778.60390592464
1701777384,40651.7918219343
1701777444,41772.52906843353
1701777504,41958.06949607572
1701777564,40228.88343252766
1701777624,41692.79197898559
1701777684,40905.322491004204
1701777744,40308.68400302887
1701777804,40168.982828424196
1701777864,40989.96025087035
1701777924,40197.15683135761
1701777984,40020.77190246556
1701778044,40333.709190252855
1701778104,40225.44856770804
1701778164,41878.04985063702
