,bitcoin,ethereum,tether,ripple,solana,cardano,dogecoin,guacamole,chainlink,polkadot,shiba-inu,litecoin,dai,bitcoin-cash,cosmos,uniswap,stellar,ethereum-classic,internet-computer,filecoin,the-graph,aave,maker,algorand,axie-infinity,decentraland,tezos,eos,chiliz,curve-dao-token,zcash,paxos-standard,1inch,dash,iotex,basic-attention-token,0x,mask-network,loopring,celo,storj,yearn-finance,ankr,aragon,balancer,skale,band-protocol,tellor,livepeer,status,alchemy-pay,uma,wrapped-bitcoin,origintrail,bounce-token,braintrust,cartesi,playdapp,kyber-network,civic,numeraire,adventure-gold,badger-dao,nkn,radicle,gitcoin,coti,lcx,ampleforth-governance-token,assemble-protocol,clover-finance,district0x,orion-protocol,quickswap,harvest-finance,airswap,suku,rai,wrapped-centrifuge
dai,0.3390619979143931,0.32464264684759947,0.6816697896404739,0.17785533203150672,0.13263997553484264,0.24611031992202337,0.2996797975438115,-0.036754605090971976,0.3287871306303948,0.24042119304574844,0.16539190651203312,0.45239452846083533,1.0,0.2819790730022142,0.07899518113306714,0.1152499192405023,0.26043275060636323,0.21387130717780925,0.2691991135078751,0.06662207880087662,0.1381347559051516,0.1664455772606338,0.21799372686146262,0.20966249359861344,0.23839214194405914,0.19444413060796378,0.1487380855278111,0.35040884966952573,0.2439565797842449,0.2567663898257486,0.22513018338088864,0.2240441352553733,0.3121289302353361,0.3499525746162057,-0.011032645248285901,0.02860019740863542,0.1924435617840708,0.08836620850685156,0.25850000893218683,0.1642253429439571,0.19187428850339402,0.054069535154701906,0.2227394952464866,0.03388592264288474,0.1737415647385287,0.2935407382486428,0.27786135574730386,0.13493036435157096,0.08459664971721866,-0.04772838747672624,0.11007366214120158,0.10896181635174204,0.25619132921925486,0.2224101692534712,,0.1937958021662108,0.045773739002569744,0.27135029770208197,-0.09310238882105101,0.2488972416053613,0.06967659685575728,0.2804527294908158,0.17464208803272244,0.09235409000720535,0.279205235956894,0.052332762114133596,0.10109203848737029,0.10728702749836085,-0.04536332001901392,0.030275164067020827,0.012017546282772512,0.20067182311072565,0.10290606032048413,0.15487848341591767,0.2582916207871095,0.1431761449336724,0.07735581618221894,0.2244663350847783,0.019269140096395472
bitcoin-cash,0.3809757158258875,0.5042133495090378,0.18096163127007733,0.505656626376193,0.2991447672011986,0.30499902637079734,0.37271830349577606,0.24883710330024958,0.3881316608048644,0.26060035116835684,0.4527833339596801,0.5585709208182966,0.2819790730022142,1.0,0.23231307506671833,0.35814870236830515,0.560230895896181,0.5952857464977945,0.3760211596467266,0.33770171793723175,0.3874104545056836,0.38955241685430547,0.2797513106691004,0.24841299508144132,0.3741251454081342,0.49991392007239194,0.4541897220548187,0.6428240558863794,0.4943655401194536,0.2557091162060833,0.4083428022985382,0.30617653479671725,0.4538969336470318,0.5280512435227209,0.06928032859867947,0.1536904607964791,0.48427305281536276,0.28124578420123314,0.4266180586142898,0.32821301217256327,0.3594305914021932,-0.09404717093837477,0.35309523897778894,0.16398081322651328,0.2817051181803215,0.4539064853466143,0.3253403303367578,0.469755976301652,0.25612110077925665,-0.12934212185668503,0.37187233624204846,0.18950020935705109,0.3346771223511255,0.254227101997652,,0.26624480783297627,0.026137799059029562,0.1352302124727039,-0.07006599834963477,0.4700119717474405,0.146633672873986,0.3207701460351239,0.06158018000665651,0.1595143477905486,0.2769304800934252,0.07317022858680279,0.4219556743292565,0.2700979419472274,0.27428513577280794,0.14687176658880047,0.008025772507268214,0.1009492010051398,0.02892991623956794,0.3226530818570186,0.2838286235076714,0.15318671552627414,0.17718095637889594,0.052271270115043685,0.047959323369737766
cosmos,0.6043309417424422,0.6086844465115396,0.10564856523523523,0.6156200665366781,0.43487034582409173,0.633265879569513,0.5386743823106476,0.10470344621801572,0.6441823078120776,0.5954636774427627,0.4884207699338008,0.42471249181957554,0.07899518113306714,0.23231307506671833,1.0,0.4777039985905992,0.6627964379036401,0.4203146327337986,0.5417769603858515,0.5912482093933464,0.6663785208701161,0.6522034221600777,0.5371060312446015,0.5002734311864472,0.1857554378159476,0.401450127663193,0.5242316286347556,0.5589876887035297,0.5750884224447901,0.22630963843720378,0.6548073888241434,0.5694744527052498,0.32335497692470194,0.6083457527879155,0.30377429090717506,0.5480410651884704,0.534665948847188,0.30391497273491586,0.6139945213763418,0.513999737856779,0.19793119423948274,0.24442839674492345,0.5863766609658985,0.43376736931058996,0.5500067809006358,0.547366375728862,0.30031923652023645,0.6085601471565885,0.46354451423956444,0.004997775646320409,0.33214506925908044,0.17860963423865564,0.5267408085911052,0.30847872079970595,,0.11595587769433482,0.4908855127830326,0.46066478901019625,-0.24424714970765385,0.4688181061370141,0.2217523199435228,0.1622919057020272,0.0902108169686743,0.34421402791490674,0.2970898644022818,0.33358297267976333,0.5825752661724505,0.2636106057982393,0.358039532451364,0.2408054879458654,0.19215478644958095,0.19053499980466762,0.17897375878203237,0.4761640202588748,0.4047085360726755,0.22308060516677317,0.2789448793268447,0.25990893024545586,0.06223924413744649
uniswap,0.5123062564914604,0.5488754030989874,0.2012676090679762,0.46627604731138217,0.2923023534421792,0.6029706411607816,0.572013795789859,0.11634314347230974,0.5524367842177231,0.41163721886095794,0.4139799068293718,0.6740000124483403,0.1152499192405023,0.35814870236830515,0.4777039985905992,1.0,0.5365170712440972,0.6035560543186027,0.47297168019195124,0.49900262627453856,0.4977937971234071,0.5482898705859599,0.3909270719528216,0.4713872258152055,0.15561930420399508,0.44692044384232366,0.6388379780482543,0.6606116066514642,0.613866838174908,0.41058556366739424,0.6264087701835113,0.3324160293197322,0.5218769770147913,0.6023498936251626,0.29053972255947447,0.1738142499439735,0.43939136522970457,0.3271623597868322,0.5642550371971162,0.4322782318690355,0.384699829131941,0.13946574413806578,0.5698123209028183,0.3259264711464936,0.24170293604344376,0.4443133920104135,0.1430050434244517,0.3961367389498665,0.26701307814052333,-0.054796284047776235,0.41366856856416856,0.2637975574787243,0.3857421024477201,0.19349854408685893,,0.17420388149886934,0.2261210184591408,0.3268632829231453,-0.09563172529374475,0.479805518333785,0.29408888967095503,0.1773519357434983,0.22756234828262387,0.17083290149134925,0.46934307691281474,0.09198681405198876,0.5147254191889529,0.2524527469087375,0.3913701751691971,0.28220203844061575,0.1451795501682067,0.2903961875786631,0.12004734943619462,0.4748345387245073,0.4888824818375251,0.23033082637870675,0.09833840118888514,0.11245966025493678,0.15321665558487552
stellar,0.6316877075014975,0.7885249290903582,0.23324063769789424,0.7756125653965764,0.5755590647117732,0.6590765032016155,0.7455859140258921,0.1322914497798338,0.7687522104635821,0.6503324115669442,0.715428940620052,0.6668622762263303,0.26043275060636323,0.560230895896181,0.6627964379036401,0.5365170712440972,1.0,0.6081850037304798,0.6554006702824048,0.6688246367853161,0.6339127485086058,0.7576787547451053,0.7259833774366597,0.6077008903499987,0.36977783760440913,0.7525446989656659,0.6897709208605829,0.8106036817783848,0.7782294837529729,0.3203648443628789,0.7801003500898205,0.4961213119845644,0.5983243471140905,0.7923737601003246,0.2574320445364712,0.35136916744754504,0.6764432733598935,0.5006548429268055,0.7996640538680991,0.6023807348025327,0.39178781056455303,0.19154725670800174,0.6824820416817418,0.40442920669150795,0.6988822259879629,0.6298614386049096,0.5648175987076473,0.6401711894052071,0.5395467974323408,-0.016045274055358875,0.43409564445692456,0.2906665361747634,0.6506054726534022,0.2493529471733339,,0.13944314298182545,0.40262209269643734,0.5134968202893414,-0.3219867966583969,0.7223121351380506,0.14722228795970818,0.24862483706888905,0.1740961650307334,0.4203188159604099,0.4298911966297655,0.26761897730242806,0.704439055222134,0.482401660419706,0.4218719869970696,0.1727574581840101,0.1386283157399123,0.18281588521040826,0.029404654718756147,0.5905027124930439,0.529364046019087,0.11648314579374441,0.31707892677363453,0.15313315215908815,0.14304103939109614
ethereum-classic,0.4542677126343153,0.5797269016435537,0.23286858478003283,0.5523232634757798,0.4205474471257267,0.49946729171562115,0.5450274100527618,0.18449988578938026,0.5742873264673236,0.4437372763778095,0.43205115782859066,0.5690400426721972,0.21387130717780925,0.5952857464977945,0.4203146327337986,0.6035560543186027,0.6081850037304798,1.0,0.5073591590004245,0.43313666042473675,0.46561009456518154,0.6269673038479486,0.37510032188533615,0.4276425327257743,0.3440103907518448,0.5544011038080473,0.6303645503498219,0.6370165048062902,0.5977817341270911,0.33064490488520115,0.6878634401737523,0.33590124000749627,0.5413450071246482,0.6670054787708878,0.0938766890934962,0.277011871045245,0.611608072415702,0.39554981979178755,0.584248377816404,0.43311458047983786,0.4014928691329366,0.1520311053998252,0.587290523195465,0.3214699449452006,0.22015284447182507,0.5394924794188554,0.2983862696301474,0.4768776092238982,0.31509116514400404,-0.05081535252907574,0.5042982356558436,0.21616414201584652,0.3557984294152962,0.032930337834787195,,0.26019495477796994,0.15291056943462542,0.30361188429847125,-0.12598014376896813,0.5274755705370405,0.2251666831750921,0.19279507597302128,0.16409869857599135,0.14175127888039038,0.43605198787914096,0.13922698820120222,0.4788533724042778,0.24086216134007168,0.33852596308791927,0.23139316142400917,0.03684172916782449,0.17512527600125286,0.03488308565310907,0.44262251243171497,0.36710166030807073,0.18531213918058273,0.10978729120704046,0.045444081954608015,0.05567396465673293
internet-computer,0.5954529045537064,0.6540860679208924,0.25926610277832846,0.6458210973761469,0.6268846034292559,0.6224044607031696,0.6265071351895435,0.21469962725732122,0.693527947871581,0.5680571887877524,0.5835501473869074,0.546142732864111,0.2691991135078751,0.3760211596467266,0.5417769603858515,0.47297168019195124,0.6554006702824048,0.5073591590004245,1.0,0.49568079894357514,0.5344944293321354,0.6711887588984624,0.6233669524396052,0.4159336403472095,0.32790692936075777,0.564327684596633,0.4485809452910157,0.5971096185075006,0.6781255996101285,0.35128215592232137,0.6275461150052516,0.48751048826919785,0.5504960007875035,0.5764897956590552,0.15292316582367926,0.3935042752071812,0.4615410266696642,0.3926234212747505,0.6110964274196504,0.45926449053456264,0.3931708767221101,0.28688558864082764,0.5432371302859851,0.35057668822901383,0.502401524563365,0.5409972369838019,0.38027638073985154,0.5197044437641786,0.4571214567719383,-0.055494993610791375,0.391210331880724,0.25045256090925133,0.5581649891912331,0.21338936097350403,,0.21870810054888737,0.3232594745512464,0.39313320285419634,-0.36603935397446724,0.4894946076172356,0.22639099671966362,0.16327529985312944,0.11103167672580098,0.19760102063351048,0.486583150055912,0.23781384739288924,0.5870820576993036,0.33337565250224666,0.3073478351939401,0.11752521528250967,0.20078807010140254,0.20777963871567626,0.12468903043432014,0.48265919726206846,0.43173618326298435,0.07178281810808958,0.18160604797361438,0.03210369830363313,0.10535089238909268
filecoin,0.34204701634585305,0.5189638870599318,0.079239561141122,0.6180067489106223,0.42825344100762475,0.6153591882107168,0.5557060515574502,0.18563051816894327,0.6601130613181746,0.679273683145909,0.4637659265032653,0.4626185704204646,0.06662207880087662,0.33770171793723175,0.5912482093933464,0.49900262627453856,0.6688246367853161,0.43313666042473675,0.49568079894357514,1.0,0.624122702742959,0.6181238140466246,0.5566182082719314,0.49030932638681374,0.1617968237476241,0.5891460930540288,0.6445953858318684,0.6418241061295333,0.6782771840068746,0.17707831967090681,0.6003106312507618,0.29829377940624446,0.5041185401643518,0.6782444160466317,0.3018245427650111,0.3161272476083753,0.5368793997918856,0.42383787658861266,0.7132828146877813,0.5199503566197611,0.34270148106507514,0.2051118986511985,0.6193169522643054,0.318323074503329,0.5012524075941737,0.559752234790545,0.35093200424734505,0.543432614798662,0.5721736136346862,-0.05941231425532019,0.214716671302128,0.13562051621819812,0.3769861006313427,-0.041246616241581394,,0.07026798118849997,0.3619700232498964,0.4144974821121204,-0.32126490154565984,0.5778301976026109,0.06823258210297288,0.1120721854797069,0.16029419020320199,0.3216259215128067,0.3020856537332543,0.14779258312380092,0.6049480936968282,0.19562827776493216,0.429088914514015,0.0713388987406694,0.09448358392981643,-0.044748103712463044,-0.003474190039516956,0.42070081964700023,0.40552240711800014,0.024071202288206844,0.26098440729792177,0.12683486038963931,-0.004697179721101806
the-graph,0.4141952370465516,0.4794802185498688,0.13027985734752068,0.6198721565441836,0.35607825489620676,0.6395251599210776,0.6212629583919704,0.07293839598123263,0.6692931879150708,0.6540205580610186,0.5433940265549474,0.5515104683905806,0.1381347559051516,0.3874104545056836,0.6663785208701161,0.4977937971234071,0.6339127485086058,0.46561009456518154,0.5344944293321354,0.624122702742959,1.0,0.5665999316141966,0.4871350619946567,0.5242730508869968,0.19574437117670782,0.5740194742975642,0.5538005132591644,0.6743321256988124,0.5910212333581002,0.25605758871474704,0.6027544190459211,0.3737252921432139,0.4043729246087055,0.615869880044735,0.2731143363062329,0.5601646999740069,0.47357140910269674,0.3746803778660042,0.6431923615314674,0.6090848601070504,0.4642801968372374,0.20326210847071216,0.747154999989614,0.31608591784921536,0.48142780376370076,0.6210153496896195,0.4174461401329934,0.6049449744976586,0.5649942333910433,-0.09718618048976564,0.42263218089741983,0.07207298073869388,0.44160074922337295,0.2320826888133179,,0.1696208683719423,0.3253829609764167,0.47562548283465605,-0.236434197200883,0.5782675780031235,0.1475507805793666,0.15248192042558092,0.33002519175549205,0.3944976457148572,0.2970566541895907,0.22386985831378953,0.5706815202777911,0.23856976072417732,0.323530359551865,0.21546684017204834,0.23053464102790114,0.025506088267625595,0.14212726565546865,0.41373137467311044,0.4240137830703313,0.08251291310711296,0.14136300157823073,0.156118971758315,0.08942683328169612
aave,0.6416187003609216,0.7790451141071573,0.21849235131489597,0.6432708311987348,0.6096316856368336,0.6757123739829135,0.7140935348059082,0.19035368683774342,0.7765484965527027,0.6303818720902968,0.6326419377496623,0.5596411376090158,0.1664455772606338,0.38955241685430547,0.6522034221600777,0.5482898705859599,0.7576787547451053,0.6269673038479486,0.6711887588984624,0.6181238140466246,0.5665999316141966,1.0,0.7544886509370632,0.5917834987966915,0.2711132663180084,0.6177639890247829,0.6469354851543646,0.647634356171273,0.820744339700775,0.40568175242570104,0.782106990738946,0.5200760801384047,0.5704123567993666,0.6668303430163623,0.1967934441351767,0.4745936656435941,0.6624544761933183,0.49107211066657747,0.7708648259483982,0.6331308941221165,0.3784957530458823,0.402237825263403,0.6521364235190723,0.4125855818097816,0.5618103931729668,0.6080986480005202,0.3967615869430641,0.6640489365646687,0.5663847542522229,-0.06877886654731236,0.48333245609137965,0.27533042700738836,0.5925053213609203,0.22981279040718183,,0.12342176094911543,0.4561037067135713,0.47698288601042,-0.29898579882053794,0.5616102154049288,0.2767452223991257,0.1688055142164972,0.15840563088102308,0.39701522201515266,0.4854960537754787,0.33334125962715727,0.7156946456785582,0.3737067938336764,0.325568670983341,0.14300942475552827,-0.006038165797888363,0.21660053145917318,0.10219374253280188,0.5053881197823401,0.5173114652656756,0.22025911187510905,0.3029261641698182,0.06456443361570555,0.061169035972674514
maker,0.647127978957901,0.7291227252743748,0.17683473471396802,0.6477505407770783,0.6007982393541252,0.5806772613767187,0.6816574898126023,0.25099093075135437,0.6592140738388841,0.6008672759276558,0.5655323972939614,0.5337597303165166,0.21799372686146262,0.2797513106691004,0.5371060312446015,0.3909270719528216,0.7259833774366597,0.37510032188533615,0.6233669524396052,0.5566182082719314,0.4871350619946567,0.7544886509370632,1.0,0.545209908560884,0.2458035906307913,0.554110198557656,0.5951297856797948,0.5819553678016616,0.7635790454994248,0.3082600870146057,0.6943441409752912,0.5287896857024886,0.481938384101114,0.6315553751899469,0.25410052768837316,0.39981565686198683,0.5021609305244834,0.5754069235037722,0.7021844840700866,0.5262445096834312,0.3091238467986867,0.356729863244056,0.4829431477292962,0.3825972250366443,0.5910729615428387,0.5379660972900202,0.4204617974718652,0.5666794155775239,0.5742161298280388,-0.08384174680760932,0.29360404958211755,0.2680433413695699,0.5604068146628717,0.21522209073065257,,0.04830059585498806,0.42570724736891435,0.4808397535779438,-0.22015176805214245,0.5860870476334517,0.19561164919535204,0.20700908141209878,0.22963346139008872,0.38446459619196277,0.35626108718726374,0.22218048561517872,0.6554417176528259,0.29663077535598126,0.31166178793190785,0.06168514383675193,0.10957863699182593,0.06412540660238737,0.0871281961304639,0.5603329110357723,0.4519415641072305,0.1993718911292238,0.3459730340607986,0.01197732606475889,0.05225376508714081
algorand,0.3753980015953547,0.4517318537894236,0.20201103805031684,0.5041348252134874,0.33700642865169456,0.5558020589080027,0.5851093461889226,0.11346262191091466,0.5946774307419791,0.5982216728200132,0.45619704360226676,0.5230838339076002,0.20966249359861344,0.24841299508144132,0.5002734311864472,0.4713872258152055,0.6077008903499987,0.4276425327257743,0.4159336403472095,0.49030932638681374,0.5242730508869968,0.5917834987966915,0.545209908560884,1.0,0.2737241559052575,0.44977449257475804,0.6242042235611156,0.5123158640905581,0.626934506913097,0.3213150183103798,0.6244466310795679,0.3124888705939676,0.47535106029691593,0.5940079959264941,0.3661128298183968,0.3993689113261732,0.5045573903022135,0.2696124303947994,0.5822145847081833,0.4836750566201352,0.44791907921131197,0.20681802376786046,0.6114864876522088,0.26980758162461993,0.384320850889745,0.42703178059186736,0.3276084771086767,0.5098426584973027,0.36049826978612753,-0.04562168768524352,0.4598929244698059,0.20709501518912943,0.4527857364484008,0.05089952907621473,,0.03103490061202111,0.3470381581461681,0.39879688003065317,-0.194644222862576,0.5373835204928162,0.17454792693300292,0.2155764276052013,0.2363823104349842,0.37646425350750967,0.3326959832710864,0.3012752333502636,0.6019959790272766,0.33842491462470614,0.3704837313549294,0.1300748598320799,0.12854136742425687,0.017428903129492076,0.05893918005306853,0.3790255760482467,0.3293461351183933,0.10064304362303399,0.1185716903571007,0.17785369252120795,0.00590197013219605
axie-infinity,0.24408965919459827,0.41270416404143395,0.10655776330472186,0.13465708936032383,0.29506081225761144,0.2496692464076084,0.433597676176941,0.09079598221314832,0.3435587204075474,0.2617367933064738,0.33855634226682346,0.3929390840508957,0.23839214194405914,0.3741251454081342,0.1857554378159476,0.15561930420399508,0.36977783760440913,0.3440103907518448,0.32790692936075777,0.1617968237476241,0.19574437117670782,0.2711132663180084,0.2458035906307913,0.2737241559052575,1.0,0.49929114815086745,0.3085769341066313,0.3253998311240088,0.3817020035672743,0.09498121410504796,0.35416623866746355,0.1552283886955076,0.45219058647296956,0.35392467703710434,0.06437598484098264,0.0989269564783677,0.33833345690355887,0.23405826012794842,0.26115137255007786,0.2140356165155787,0.1543202536287702,0.14463376680746393,0.3247900883641137,0.33200667299742215,0.16319500325064,0.15415905495884025,0.30006968499571635,0.1696576990011182,0.25281707813149107,0.00786964954774854,0.4454390919867096,0.04956989054579075,0.16337553628357473,0.17286164988389652,,0.09111458353936777,0.15453499046391192,0.49587661205291944,-0.15348268919531458,0.360238580902249,0.18764256738054014,0.276665743304493,0.26494315289765524,0.107301189369131,0.154672320963728,-0.06721936583989621,0.339434649218209,0.1789058218896941,0.15874730620255995,0.0758331381509971,-0.021474522822608044,0.18696574209789038,-0.05629701939339264,0.2714161905155,0.25942458702854404,0.047678200413025465,0.2671635257291875,0.15191415075408346,0.07943593026267896
decentraland,0.36468459223579325,0.5867294015328138,0.09203469097779293,0.559087525583497,0.4365892247818828,0.5873920433857791,0.7083630675028195,0.14260482308174222,0.6130191709235102,0.5415981777113267,0.6683935857978183,0.5429702103314936,0.19444413060796378,0.49991392007239194,0.401450127663193,0.44692044384232366,0.7525446989656659,0.5544011038080473,0.564327684596633,0.5891460930540288,0.5740194742975642,0.6177639890247829,0.554110198557656,0.44977449257475804,0.49929114815086745,1.0,0.5387874417021674,0.6720384018272817,0.6147504729250907,0.19008947946251945,0.5994846886704724,0.2022413435384687,0.6901437670550056,0.6211294598003784,-0.031535943545141304,0.26583473437407446,0.4913535732597756,0.43184575085044735,0.61829507587202,0.5150656217745955,0.5024303686060503,0.16675394128748922,0.6866297352419608,0.3266102819842739,0.5537009949991827,0.4747614288015603,0.49399492362874253,0.510165572945909,0.5372483159253164,-0.0020036607473913606,0.38778734855565483,0.17168927548488203,0.41082501603518096,0.1059361412649932,,0.145640952540896,0.2941887303444948,0.47938765982012077,-0.3057060692847994,0.6083634752861397,0.10571707792298295,0.2438382966227418,0.27449106184169686,0.3098933035754865,0.3356213311491661,0.03350770292164553,0.5817382980124287,0.34641118154047434,0.3305682045800815,0.11886068835051775,0.12555199909382395,0.04314596027822966,-0.07408719397659407,0.41791061122244033,0.43469617163116575,0.03376695261560659,0.21681775639016146,0.11488913922476851,0.09287920846090413
tezos,0.47245328787933577,0.6503559545693495,0.26431372180359747,0.5839460772596352,0.4986006139507817,0.541998985437925,0.5696508789861819,0.2539151103844611,0.6722721963174366,0.5719168001160856,0.38995442371178923,0.6130786303990303,0.1487380855278111,0.4541897220548187,0.5242316286347556,0.6388379780482543,0.6897709208605829,0.6303645503498219,0.4485809452910157,0.6445953858318684,0.5538005132591644,0.6469354851543646,0.5951297856797948,0.6242042235611156,0.3085769341066313,0.5387874417021674,1.0,0.7388116670780558,0.7603752932592407,0.3425837747734221,0.7042663523088336,0.40199212968017994,0.5293200967948349,0.7431623078961971,0.4521692414798225,0.380975255901622,0.6223113260294011,0.528135590895043,0.7293331421993312,0.5620517363468694,0.43258422048949213,0.15475429604768864,0.6233895452605877,0.37642806213675856,0.42212610604104883,0.5664360101351879,0.2774450417185434,0.5722412076878381,0.478035434891423,-0.1310425061844294,0.4673759837671146,0.15441020992397353,0.39862695012962607,0.1611908611079079,,0.036014212206183546,0.3612328263264397,0.3575850384175822,-0.185694500456206,0.6437593365883699,0.19137049258218305,0.25677308041929414,0.2996798665740241,0.3120710125809284,0.3537632198788569,0.12345340416632047,0.6214663625399596,0.24082824949495865,0.3548997313840116,0.08291768106606201,0.14836593635910697,0.05640328913966409,0.08351603962443814,0.5514556640989012,0.36796206849909,0.15773967832535638,0.28696431980067494,0.09487713422849654,0.011884465303518792
eos,0.6144847169142009,0.7554497320940256,0.34323947216042006,0.6722007658537855,0.5078546165218478,0.6396183468213915,0.6981515289887115,0.14158080688309294,0.7667437691355217,0.6023492622756318,0.6007062938932868,0.751477356628325,0.35040884966952573,0.6428240558863794,0.5589876887035297,0.6606116066514642,0.8106036817783848,0.6370165048062902,0.5971096185075006,0.6418241061295333,0.6743321256988124,0.647634356171273,0.5819553678016616,0.5123158640905581,0.3253998311240088,0.6720384018272817,0.7388116670780558,1.0,0.6927872439168958,0.39843796342783383,0.70273111049481,0.4333244165945001,0.6145957928000277,0.8073151270052354,0.20502396664509362,0.23371156472427082,0.581125364246923,0.491651335953737,0.7733707211530285,0.5458962604918691,0.45089931933482535,0.093643414226279,0.7026521457032201,0.31418015258993914,0.5407114477453491,0.6650360349825329,0.4462866886148116,0.5287122008783195,0.4340010729383423,-0.09768142034131973,0.3965250670284099,0.21692613796862267,0.6379233243125108,0.29208671451499696,,0.20365601550906626,0.17572595757875634,0.4614706064699437,-0.3469331976532329,0.7329805531085745,0.17626577368647936,0.2990115516179386,0.33038260444426043,0.38184640667612263,0.45131486422687606,0.1682065697272079,0.6442809600525182,0.32272025666316073,0.28868369719266607,0.20795183889914878,0.15104533794050906,0.16915243119558512,0.03560380810822734,0.5676102564354919,0.5220506316472469,0.16551967521743585,0.22912910632488556,0.272343045753215,0.08698684936498617
chiliz,0.5947385308151217,0.7562291903258863,0.2445766127777687,0.6766011989495676,0.6008262995211636,0.6656797699993718,0.6814923208318668,0.29130185585830454,0.7531647880387015,0.6351020356209617,0.5611611478345668,0.7015116396040308,0.2439565797842449,0.4943655401194536,0.5750884224447901,0.613866838174908,0.7782294837529729,0.5977817341270911,0.6781255996101285,0.6782771840068746,0.5910212333581002,0.820744339700775,0.7635790454994248,0.626934506913097,0.3817020035672743,0.6147504729250907,0.7603752932592407,0.6927872439168958,1.0,0.41060274580202555,0.7944575856566244,0.5202522155120833,0.6087230784348009,0.727921474886932,0.43762616149391037,0.43588425769069167,0.6622305984280605,0.5526040977425264,0.8133639420986766,0.6204562323865164,0.41312265715499796,0.33646021330343473,0.6190881294863388,0.43738133770619275,0.49394404297768413,0.6055932759573077,0.39100694366729527,0.6737958335576517,0.6088151495216451,-0.08694520058834532,0.4958915634327952,0.2621355617998185,0.47692341544913264,0.24243174068240786,,0.12831195978905935,0.4414283099039197,0.46570753565912737,-0.23632904507796565,0.6654503995911178,0.27977266058032624,0.21731328662393445,0.25233017015412657,0.28844768118888453,0.4493292948737016,0.2545472473191997,0.7319217803466636,0.3273789818437849,0.365278114921402,0.10306374885601688,0.04785651134207188,0.18108491979786673,0.11594875685501944,0.5500052974821721,0.5547228438376703,0.16947842396223545,0.3822148043331227,0.09266956379460238,0.15213672698146788
curve-dao-token,0.49346688008695416,0.4764126552402355,0.24035173508069882,0.3256103451427517,0.18223538554602678,0.39620553632012184,0.37029340074852735,0.04583866478262251,0.3785053931560756,0.2694643616059428,0.34849647248184895,0.5040452717547097,0.2567663898257486,0.2557091162060833,0.22630963843720378,0.41058556366739424,0.3203648443628789,0.33064490488520115,0.35128215592232137,0.17707831967090681,0.25605758871474704,0.40568175242570104,0.3082600870146057,0.3213150183103798,0.09498121410504796,0.19008947946251945,0.3425837747734221,0.39843796342783383,0.41060274580202555,1.0,0.44263842355627553,0.4626593172620524,0.32735542896281955,0.3307573325974248,0.16584985888291173,0.19488005438607967,0.23289440984056625,0.18277863165184782,0.4288362157542834,0.3282916526211897,0.19242572370443384,0.21019886103075508,0.2236071955149578,0.21290879451857125,0.22795000226821896,0.36236551393731636,0.12402478280184678,0.20628632026397334,0.14716261298256086,-0.08999029841777302,0.339781075077458,0.2033746124395547,0.2150634346629481,0.3858151298246685,,0.20127223363010613,0.17527280115452473,0.12156306219287692,-0.11722866486642854,0.28361063481340293,0.28785745045619787,0.20138460547912423,0.16330049279376346,0.18833956791144196,0.36573216608139425,0.13330829302299677,0.38235410376275847,0.2951885387582735,0.16223350045231313,0.04171379607042832,0.20363185759756436,0.3420977240021276,0.06438089208499898,0.21117699737763598,0.48336485374449506,0.2727815290468923,0.13645113436518844,0.11157340574436327,0.0502262272959548
zcash,0.6125219966633852,0.7472333587749699,0.24963132870011742,0.6957212878275059,0.5377946133120313,0.6563890846404811,0.7487604845853001,0.18041255469775933,0.7758851919343056,0.6910057896739589,0.5989963703446268,0.7139156368141036,0.22513018338088864,0.4083428022985382,0.6548073888241434,0.6264087701835113,0.7801003500898205,0.6878634401737523,0.6275461150052516,0.6003106312507618,0.6027544190459211,0.782106990738946,0.6943441409752912,0.6244466310795679,0.35416623866746355,0.5994846886704724,0.7042663523088336,0.70273111049481,0.7944575856566244,0.44263842355627553,1.0,0.5242951129902909,0.5936873421468123,0.786340786213698,0.32246622551040227,0.4381029175275988,0.7094530855410786,0.5703257209298118,0.7531688162052894,0.6037246835681351,0.39231708209797794,0.34113297975575996,0.6820816698146671,0.461841469738883,0.5065423676170417,0.6262767025337824,0.3719550076022702,0.6137278425579571,0.5375502524670212,-0.03433489740017486,0.5423395026910139,0.2825301734670501,0.48377930945514386,0.21115273398452444,,0.1815151916264094,0.4057229468288525,0.494096804779832,-0.2257043100116989,0.6456359189709152,0.301019281026588,0.25690125297783434,0.21971212922818603,0.3159590899721272,0.47128369897402334,0.2021664840601782,0.7296037900276371,0.30467846515361746,0.3567028167436519,0.1781929967151272,0.10362552827085478,0.18481649640201217,0.054790263472446386,0.5855103022023485,0.5200309969453984,0.1723650866456806,0.277905886254646,0.10886151917201783,0.04341650588088246
